tweet,0,1,2
presented public information officer master corporal jeffrey hale middletown the delaware state police,1,0,0
crash pa northbound exit ft washington highway north highland all lanes closed,0,1,0
new planned construction volusia highway south exit lpga blvd left lane blocked last updated,0,1,0
active police investigation mt hway closed from blgs airport roundabout to zimmerman trail,0,1,0
delays hartford north exit rtes amp sb am cttraffic,0,0,1
lane closure title new mexico mile marker nmdot crew performing milling opera,0,1,0
accident three lanes blocked landolakes highway sb south state rd traffic,0,1,0
closure verrazanonarrowsbridge eb staten island side brooklyn side,0,1,0
a travel vlog learns order food spanish traveling,1,0,0
cleared disabled vehicle lee highway north ramp exit mlk blvd center lane blocked last updated,0,1,0
i would seem pointless warner gives zero fucks,1,0,0
cleared construction nb square station street station,0,0,1
what do you mean thank canadians,1,0,0
accident highway great falls ave s and overlook drive milepost,0,1,0
syria new dangers stalk children still haunted horrors conflict childrenunderattack,1,0,0
cleared roadwork highway westbound wood st pa st,0,0,1
we ready eu launch global gender report brussels,1,0,0
gretz heads second inning work entered bottom heytodd,1,0,0
we currently experiencing issues calls at amp t mobile phones we diligently working repair issue thank,1,0,0
louise murphy head aetna behavioral health changementalhealth global,1,0,0
rob hill sr looking video right,1,0,0
issued today improvement convertible telegraph keys tdih patent,1,0,0
the president got north korea back blink new leak shows collusion russia i tell cnn wont,1,0,0
large heavy object right middle side window police smashed,1,0,0
emme maximilian i cant believe years ago today god entrusted,1,0,0
incident lline atlantic avenue station,0,1,0
greybull elk view closed both dir due crash wyoroad,0,1,0
all lanes open us east claiborne earlier breakdown congestion reached camp street,0,1,0
i cant keep quiet mom siblings trapped city exit people dying planned tragedy its sickening,1,0,0
striebig lead charge game your starting lineup,1,0,0
cleared planned construction orange west s clarke rd right lane blocked last updated,0,0,1
new planned construction orange highway west exit princeton st right lanes blocked last updated,0,1,0
accident highway south btw exit east westport exit west ave norwalk left lane blocked,0,1,0
cleared object roadway gadsden highway west mm right lane blocked last updated,0,0,1
sierraleone we ground supporting children amp families affected deadly floods amp mudslides,1,0,0
pattullo bridge cleared earlier incident all lanes open directions,0,1,0
we help swing store propane propane accessories gt gt,1,0,0
update crash highway northbound exit allegheny ave exit betsy ross jersey there shoulder clo,0,1,0
a crash highway south des moines causing traffic detoured expect delays,0,1,0
hang guys dress like girl summer prints shoes brought hilfigerdenim,1,0,0
updated object roadway gadsden highway west mm traffic backed mm right lane,0,1,0
tonight joined conversation combating climate change,1,0,0
incident sb highway petersburg no lanes closed potential delays,0,1,0
texas amp louisiana we today tomorrow amp every single day after,1,0,0
setting facebook offers susan questions best way drive likes restaurant facebook,1,0,0
thanks osman enjoying race far,1,0,0
uber new ceo could get million exit expedia,1,0,0
great job covering game tonight loving highlights,1,0,0
oklahoma eastbound west accident roadway clear mcm,0,1,0
crash ramp highway w beltway highway w beltway nb one lane blocked wokvtraffic,0,1,0
cleared construction both directions highway east four mile circle,0,0,1
dog fans london see saturday primrose hill judge waggiesttail happypups,1,0,0
dead animal roadway eastbound highway eb mile marker road cleared,0,1,0
cso speak event climate smart value chains amp investing africa,1,0,0
diseases ailing research cure join conversation,1,0,0
accident highway north exit highway hartford right lane closed,0,1,0
we sorry hear do style look thanks,1,0,0
plymouth rte sb exit rte st mva heavy delays due area due crash blocking left travel lane,0,1,0
direct message issue details service tag owner name assist,1,0,0
hi for issues login recommend trying troubleshooting tips,1,0,0
yikes we definitely want help getting services functioning properly look,1,0,0
the weekly market reports loaded monitor potential food cost issues beef dairy pork produce,1,0,0
southsudan facing severe cholera outbreak history how help tackle,1,0,0
this look right please brief us issues facing along system service tag registered owner,1,0,0
accident grandrapids e beltline ave m mile traffic,0,1,0
incident fline queens bound station jackson avenue station,0,1,0
construction sb cr rd,0,1,0
hey you learn wifi calling wireless device,1,0,0
women careers coaching forum underway great program educate prepare women positions,1,0,0
hi thank we tell team keep great work,1,0,0
roadwork highway northbound exit pa exit pa there shoulder closed,0,1,0
law enforcement involved incident from three forks to highway s milepost,0,1,0
cleared incident lincolntunnel wb new york,0,1,0
same region same incident maybe navy maybe ship systems hacked once error pattern mueller time ramp,1,0,0
disabled vehicle southbound highway sb mile marker,0,1,0
updated closure wb palisades av,0,1,0
our speakers elisabeth ling amp andrew mcaulay read technology careers elsevier,1,0,0
update have left pdx flight planned depart but jet blue giving i guess something,1,0,0
breaking news milwaukee police shot black male head holding cellphone he critical,1,0,0
gre co there currently crash federal road the road closed directions motorists use alternate route,0,1,0
song love make world go round available download,1,0,0
crash title interstate eastbound mile marker right lane right shoulder i,0,1,0
update motor vehicle crash beck av northbound lanes blocked use caution,0,1,0
traffic brooklyn ave ne seatraffic delay usual today,0,0,1
cleared dane co crash wis nb argue rd all lanes blocked one direction,0,1,0
life lessons chef would tell her younger self,1,0,0
dyk the average american farmer feeds approximately people worldwide,1,0,0
build program based team take care imp asset player amp put team,1,0,0
highway w putnam cumberland counties high traffic volumes mm mm mm pm est clear pm ct,0,0,1
me days listening sorry preorder purpose,1,0,0
rt amp follow chance win sdcc exclusive combat assault tank trooper pop,1,0,0
i wait almost min f parsons sit another outside union turnpike,1,0,0
port moody southbound clarke rd south cecile collision left hand lane clear,0,0,1
grass fire highway sb mp cleared,0,1,0
look these billboards display throughout city part expo art show,1,0,0
among list best graduation speakers hokiegrad coo sheryl sandberg we agree,1,0,0
river info forecast issued blue r nr kc mo st,1,0,0
cleared incident coastline rahway station,0,1,0
accident highway south sr lee street mile post right lanes blocked monroecounty,0,1,0
overnight paving amp waterbury roundabout vt btv tractor trailers accessing main st use exit areas north,0,1,0
a ralph lauren purple label spring blazer presented saturday milan,1,0,0
cleared motor vehicle accident norwalk south miles beyond exit rte nb am,0,1,0
updated delays new haven south exit sargent dr pm,0,1,0
eric sorry hear let us know concerns amp help best within support,1,0,0
vehicle accident northbound highway nb mile marker northbound lanes closed be prepared stop use caution,0,1,0
throwback i high hell rap battling,1,0,0
raised south reverence lee taught history but dependent lee info sources,1,0,0
tbt dyk census first count americans living abroad learn history census,1,0,0
naval station norfolk highway wb nearly backed terminal blvd exit,0,0,1
hello taylor let us look router concern just send us dm account help,1,0,0
have happy safe fourth july holiday for fun recipes visit,1,0,0
cleared abandoned vehicle lee highway south ramp exit palm beach blvd center lane blocked last updated,0,0,1
mcdonald mcnuggets made putty chemical,1,0,0
interesting technology used reinforce rural roads,1,0,0
accident eastbound mile marker road closed details,0,1,0
inc ncco nb at exit the left lanes are closed due to an accident,0,1,0
accident highway south past buford highway mile post left lanes blocked fultoncounty,0,1,0
jammed traffic southbound njtp approaching int earlier crash,0,1,0
dyk we deliver ship school items directly room just one many perks,1,0,0
fyi green bay amp losey closed may see fire trucks station,0,1,0
basf supports german diversityday welovediversity more,1,0,0
signal problems sb bangerter hwy mp s salt lake est clearance time pm,0,1,0
vanderburgh traffic nb highway increased use caution traveling construction zone stay cell phone drive safe,0,1,0
